Date,Price,Open,High,Low,Change %
13/12/2007,6364.20,6559.80,6559.80,6364.20,-2.98
12/12/2007,6559.80,6536.90,6610.90,6429.50,0.35
11/12/2007,6536.90,6565.40,6597.50,6513.40,-0.43
10/12/2007,6565.40,6554.90,6596.70,6523.70,0.16
07/12/2007,6554.90,6485.60,6577.80,6485.60,1.07
06/12/2007,6485.60,6493.80,6591.80,6437.80,-0.13
05/12/2007,6493.80,6315.20,6493.80,6315.20,2.83
04/12/2007,6315.20,6386.60,6398.20,6289.30,-1.12
03/12/2007,6386.60,6432.50,6456.10,6379.90,-0.71
30/11/2007,6432.50,6349.10,6455.80,6334.00,1.31
29/11/2007,6349.10,6306.20,6363.50,6273.40,0.68
28/11/2007,6306.20,6140.70,6307.40,6109.60,2.70
27/11/2007,6140.70,6180.50,6197.10,6061.80,-0.64
26/11/2007,6180.50,6262.10,6307.80,6180.50,-1.30
23/11/2007,6262.10,6155.30,6262.10,6153.60,1.74
22/11/2007,6155.30,6070.90,6155.30,6026.90,1.39
21/11/2007,6070.90,6226.50,6226.50,6041.80,-2.50
20/11/2007,6226.50,6120.80,6227.70,6078.70,1.73
19/11/2007,6120.80,6291.20,6331.70,6120.80,-2.71
16/11/2007,6291.20,6359.60,6359.60,6283.90,-1.08
15/11/2007,6359.60,6432.10,6465.40,6335.50,-1.13
14/11/2007,6432.10,6362.40,6460.80,6362.40,1.10
13/11/2007,6362.40,6337.90,6387.40,6279.70,0.39
12/11/2007,6337.90,6304.90,6365.20,6268.60,0.52
09/11/2007,6304.90,6381.90,6442.90,6268.90,-1.21
08/11/2007,6381.90,6385.10,6432.30,6290.30,-0.05
07/11/2007,6385.10,6474.90,6519.20,6381.30,-1.39
06/11/2007,6474.90,6461.40,6512.10,6456.40,0.21
05/11/2007,6461.40,6530.60,6530.60,6420.40,-1.06
02/11/2007,6530.60,6586.10,6586.10,6483.40,-0.84
01/11/2007,6586.10,6721.60,6723.70,6549.70,-2.02
31/10/2007,6721.60,6659.00,6721.60,6636.90,0.94
30/10/2007,6659.00,6706.00,6706.00,6653.80,-0.70
29/10/2007,6706.00,6661.30,6726.90,6661.30,0.67
26/10/2007,6661.30,6576.30,6684.10,6567.10,1.29
25/10/2007,6576.30,6482.00,6587.60,6482.00,1.45
24/10/2007,6482.00,6514.00,6550.90,6460.90,-0.49
23/10/2007,6514.00,6459.30,6562.70,6459.30,0.85
22/10/2007,6459.30,6527.90,6527.90,6413.40,-1.05
19/10/2007,6527.90,6609.40,6615.80,6523.60,-1.23
18/10/2007,6609.40,6677.70,6722.00,6584.90,-1.02
17/10/2007,6677.70,6614.30,6690.50,6594.90,0.96
16/10/2007,6614.30,6644.50,6644.50,6596.30,-0.45
15/10/2007,6644.50,6730.70,6751.70,6632.10,-1.28
12/10/2007,6730.70,6724.50,6730.70,6660.00,0.09
11/10/2007,6724.50,6633.00,6730.10,6633.00,1.38
10/10/2007,6633.00,6615.40,6633.00,6587.70,0.27
09/10/2007,6615.40,6540.90,6625.30,6527.50,1.14
08/10/2007,6540.90,6595.80,6605.60,6540.90,-0.83
05/10/2007,6595.80,6547.90,6605.10,6547.90,0.73
04/10/2007,6547.90,6535.20,6593.30,6507.20,0.19
03/10/2007,6535.20,6500.40,6542.80,6495.00,0.54
02/10/2007,6500.40,6506.20,6567.00,6489.60,-0.09
01/10/2007,6506.20,6466.80,6514.50,6419.20,0.61
28/09/2007,6466.80,6486.40,6500.40,6411.80,-0.30
27/09/2007,6486.40,6433.00,6508.00,6433.00,0.83
26/09/2007,6433.00,6396.90,6484.40,6396.90,0.56
25/09/2007,6396.90,6465.90,6465.90,6367.00,-1.07
24/09/2007,6465.90,6456.70,6494.20,6437.30,0.14
21/09/2007,6456.70,6429.00,6481.60,6409.90,0.43
20/09/2007,6429.00,6460.00,6460.00,6395.10,-0.48
19/09/2007,6460.00,6283.30,6512.40,6283.30,2.81
18/09/2007,6283.30,6182.80,6298.50,6158.80,1.63
17/09/2007,6182.80,6289.30,6289.30,6168.00,-1.69
14/09/2007,6289.30,6363.90,6363.90,6209.10,-1.17
13/09/2007,6363.90,6306.20,6374.50,6280.20,0.91
12/09/2007,6306.20,6280.70,6317.10,6232.00,0.41
11/09/2007,6280.70,6134.10,6280.70,6134.10,2.39
10/09/2007,6134.10,6191.20,6232.10,6123.10,-0.92
07/09/2007,6191.20,6313.30,6342.70,6179.10,-1.93
06/09/2007,6313.30,6270.70,6327.30,6217.50,0.68
05/09/2007,6270.70,6376.80,6390.50,6264.50,-1.66
04/09/2007,6376.80,6315.20,6378.00,6274.90,0.98
03/09/2007,6315.20,6303.30,6334.40,6303.20,0.19
31/08/2007,6303.30,6212.00,6309.50,6212.00,1.47
30/08/2007,6212.00,6132.20,6220.80,6122.50,1.30
29/08/2007,6132.20,6102.20,6137.90,6056.50,0.49
28/08/2007,6102.20,6220.10,6220.10,6083.90,-1.90
24/08/2007,6220.10,6196.90,6232.20,6182.40,0.37
23/08/2007,6196.90,6196.00,6287.20,6194.40,0.01
22/08/2007,6196.00,6086.10,6196.60,6086.10,1.81
21/08/2007,6086.10,6078.70,6118.90,6031.80,0.12
20/08/2007,6078.70,6064.20,6163.40,6064.20,0.24
17/08/2007,6064.20,5858.90,6134.00,5821.70,3.50
16/08/2007,5858.90,6109.30,6109.30,5858.90,-4.10
15/08/2007,6109.30,6143.50,6143.50,6041.70,-0.56
14/08/2007,6143.50,6219.00,6264.90,6132.20,-1.21
13/08/2007,6219.00,6038.30,6237.80,6038.30,2.99
10/08/2007,6038.30,6271.20,6271.20,6038.30,-3.71
09/08/2007,6271.20,6393.90,6393.90,6228.00,-1.92
08/08/2007,6393.90,6308.80,6406.30,6308.80,1.35
07/08/2007,6308.80,6189.10,6308.80,6189.10,1.93
06/08/2007,6189.10,6224.30,6245.90,6161.50,-0.57
03/08/2007,6224.30,6300.30,6333.50,6212.20,-1.21
02/08/2007,6300.30,6250.60,6319.30,6250.60,0.80
01/08/2007,6250.60,6360.10,6360.10,6187.20,-1.72
31/07/2007,6360.10,6206.10,6361.10,6206.10,2.48
30/07/2007,6206.10,6215.20,6256.50,6186.20,-0.15
27/07/2007,6215.20,6251.20,6315.20,6192.30,-0.58
26/07/2007,6251.20,6454.30,6474.70,6251.20,-3.15
25/07/2007,6454.30,6498.70,6533.60,6436.70,-0.68
24/07/2007,6498.70,6624.40,6624.40,6498.70,-1.90
23/07/2007,6624.40,6585.20,6624.40,6583.50,0.60
20/07/2007,6585.20,6640.20,6674.30,6580.00,-0.83
19/07/2007,6640.20,6567.10,6658.80,6567.10,1.11
18/07/2007,6567.10,6659.10,6659.10,6567.10,-1.38
17/07/2007,6659.10,6697.70,6698.50,6628.10,-0.58
16/07/2007,6697.70,6716.70,6735.80,6679.20,-0.28
13/07/2007,6716.70,6697.70,6754.10,6697.70,0.28
12/07/2007,6697.70,6615.10,6697.70,6594.70,1.25
11/07/2007,6615.10,6630.90,6630.90,6574.20,-0.24
10/07/2007,6630.90,6712.70,6734.30,6620.50,-1.22
09/07/2007,6712.70,6690.10,6725.90,6690.10,0.34
06/07/2007,6690.10,6635.20,6690.40,6635.20,0.83
05/07/2007,6635.20,6673.10,6691.80,6625.80,-0.57
04/07/2007,6673.10,6639.80,6682.90,6639.80,0.50
03/07/2007,6639.80,6590.60,6645.30,6590.60,0.75
02/07/2007,6590.60,6607.90,6612.80,6570.50,-0.26
29/06/2007,6607.90,6571.30,6607.90,6519.60,0.56
28/06/2007,6571.30,6527.60,6575.50,6527.60,0.67
27/06/2007,6527.60,6559.30,6559.30,6496.40,-0.48
26/06/2007,6559.30,6588.40,6593.50,6539.90,-0.44
25/06/2007,6588.40,6567.40,6591.40,6522.30,0.32
22/06/2007,6567.40,6596.00,6612.30,6562.20,-0.43
21/06/2007,6596.00,6649.30,6649.30,6563.90,-0.80
20/06/2007,6649.30,6650.20,6692.60,6647.60,-0.01
19/06/2007,6650.20,6703.50,6721.40,6650.20,-0.80
18/06/2007,6703.50,6732.40,6751.30,6696.80,-0.43
15/06/2007,6732.40,6649.90,6734.20,6649.90,1.24
14/06/2007,6649.90,6559.60,6654.30,6559.60,1.38
13/06/2007,6559.60,6520.40,6567.30,6483.60,0.60
12/06/2007,6520.40,6567.50,6586.60,6513.70,-0.72
11/06/2007,6567.50,6505.10,6567.50,6505.10,0.96
08/06/2007,6505.10,6505.10,6519.40,6451.40,0.00
07/06/2007,6505.10,6522.70,6574.90,6478.00,-0.27
06/06/2007,6522.70,6632.80,6636.90,6511.70,-1.66
05/06/2007,6632.80,6664.10,6686.60,6625.70,-0.47
04/06/2007,6664.10,6676.70,6686.10,6641.20,-0.19
01/06/2007,6676.70,6621.40,6676.70,6621.30,0.84
31/05/2007,6621.40,6602.10,6650.20,6602.10,0.29
30/05/2007,6602.10,6606.50,6606.50,6533.50,-0.07
29/05/2007,6606.50,6570.50,6613.40,6570.50,0.55
25/05/2007,6570.50,6565.40,6575.20,6532.50,0.08
24/05/2007,6565.40,6616.40,6619.50,6560.50,-0.77
23/05/2007,6616.40,6606.60,6643.80,6602.50,0.15
22/05/2007,6606.60,6636.80,6641.90,6594.60,-0.46
21/05/2007,6636.80,6640.90,6675.00,6619.40,-0.06
18/05/2007,6640.90,6579.30,6656.30,6579.10,0.94
17/05/2007,6579.30,6559.50,6588.70,6553.60,0.30
16/05/2007,6559.50,6568.60,6578.60,6539.40,-0.14
15/05/2007,6568.60,6555.50,6579.00,6532.90,0.20
14/05/2007,6555.50,6565.70,6596.30,6530.30,-0.16
11/05/2007,6565.70,6524.10,6577.00,6451.90,0.64
10/05/2007,6524.10,6549.60,6565.10,6515.00,-0.39
09/05/2007,6549.60,6550.40,6592.40,6529.00,-0.01
08/05/2007,6550.40,6603.70,6603.70,6537.50,-0.81
04/05/2007,6603.70,6537.80,6614.70,6537.80,1.01
03/05/2007,6537.80,6484.50,6542.50,6484.50,0.82
02/05/2007,6484.50,6419.60,6489.00,6419.60,1.01
01/05/2007,6419.60,6449.20,6449.20,6395.50,-0.46
30/04/2007,6449.20,6418.70,6474.70,6410.50,0.48
27/04/2007,6418.70,6469.40,6469.40,6410.60,-0.78
26/04/2007,6469.40,6461.90,6511.10,6443.70,0.12
25/04/2007,6461.90,6429.50,6479.00,6429.50,0.50
24/04/2007,6429.50,6479.70,6493.10,6408.40,-0.77
23/04/2007,6479.70,6486.80,6504.50,6466.10,-0.11
20/04/2007,6486.80,6440.60,6508.90,6440.60,0.72
19/04/2007,6440.60,6449.40,6451.80,6386.20,-0.14
18/04/2007,6449.40,6497.80,6497.80,6440.80,-0.74
17/04/2007,6497.80,6516.20,6516.20,6456.40,-0.28
16/04/2007,6516.20,6462.40,6516.20,6462.40,0.83
13/04/2007,6462.40,6416.40,6462.40,6416.40,0.72
12/04/2007,6416.40,6413.30,6419.60,6376.40,0.05
11/04/2007,6413.30,6417.80,6445.90,6401.90,-0.07
10/04/2007,6417.80,6397.30,6431.70,6394.30,0.32
05/04/2007,6397.30,6364.70,6398.70,6350.30,0.51
04/04/2007,6364.70,6366.10,6380.50,6345.90,-0.02
03/04/2007,6366.10,6315.50,6366.10,6315.50,0.80
02/04/2007,6315.50,6308.00,6342.20,6293.90,0.12
30/03/2007,6308.00,6324.20,6330.00,6291.10,-0.26
29/03/2007,6324.20,6267.20,6334.70,6267.20,0.91
28/03/2007,6267.20,6292.60,6304.90,6250.10,-0.40
27/03/2007,6292.60,6291.90,6337.70,6276.80,0.01
26/03/2007,6291.90,6339.40,6355.30,6274.10,-0.75
23/03/2007,6339.40,6318.00,6350.40,6296.60,0.34
22/03/2007,6318.00,6256.80,6342.10,6256.80,0.98
21/03/2007,6256.80,6220.30,6287.50,6207.70,0.59
20/03/2007,6220.30,6189.40,6220.30,6159.40,0.50
19/03/2007,6189.40,6130.60,6200.60,6130.60,0.96
16/03/2007,6130.60,6133.20,6142.20,6094.70,-0.04
15/03/2007,6133.20,6000.70,6133.20,6000.70,2.21
14/03/2007,6000.70,6161.20,6161.20,6000.70,-2.61
13/03/2007,6161.20,6233.30,6240.70,6161.20,-1.16
12/03/2007,6233.30,6245.20,6276.30,6219.30,-0.19
09/03/2007,6245.20,6227.70,6255.80,6190.30,0.28
08/03/2007,6227.70,6156.50,6233.10,6156.50,1.16
07/03/2007,6156.50,6138.50,6167.60,6106.10,0.29
06/03/2007,6138.50,6058.70,6138.50,6058.70,1.32
05/03/2007,6058.70,6116.20,6116.20,5989.60,-0.94
02/03/2007,6116.20,6116.00,6164.40,6085.60,0.00
01/03/2007,6116.00,6171.50,6230.70,6038.90,-0.90
28/02/2007,6171.50,6286.10,6286.10,6166.20,-1.82
27/02/2007,6286.10,6434.70,6434.70,6270.50,-2.31
26/02/2007,6434.70,6401.50,6446.80,6401.50,0.52
23/02/2007,6401.50,6380.90,6401.50,6357.10,0.32
22/02/2007,6380.90,6357.10,6416.00,6357.10,0.37
21/02/2007,6357.10,6412.30,6430.40,6352.10,-0.86
20/02/2007,6412.30,6444.40,6448.10,6392.40,-0.50
19/02/2007,6444.40,6419.50,6451.40,6419.50,0.39
16/02/2007,6419.50,6433.30,6439.20,6407.30,-0.21
15/02/2007,6433.30,6421.20,6435.30,6397.20,0.19
14/02/2007,6421.20,6381.80,6421.20,6378.60,0.62
13/02/2007,6381.80,6353.50,6381.80,6353.50,0.45
12/02/2007,6353.50,6382.80,6383.10,6344.70,-0.46
09/02/2007,6382.80,6346.40,6395.40,6346.40,0.57
08/02/2007,6346.40,6369.50,6375.00,6330.10,-0.36
07/02/2007,6369.50,6346.30,6379.80,6338.20,0.37
06/02/2007,6346.30,6317.90,6369.70,6317.90,0.45
05/02/2007,6317.90,6310.90,6328.90,6294.70,0.11
02/02/2007,6310.90,6282.20,6329.00,6282.20,0.46
01/02/2007,6282.20,6203.10,6300.30,6203.10,1.28
31/01/2007,6203.10,6242.00,6257.30,6197.50,-0.62
30/01/2007,6242.00,6239.90,6250.10,6212.50,0.03
29/01/2007,6239.90,6228.00,6253.70,6216.00,0.19
26/01/2007,6228.00,6269.30,6271.40,6226.40,-0.66
25/01/2007,6269.30,6314.80,6335.10,6262.10,-0.72
24/01/2007,6314.80,6227.60,6320.90,6227.60,1.40
23/01/2007,6227.60,6218.40,6240.70,6189.20,0.15
22/01/2007,6218.40,6237.20,6270.90,6215.80,-0.30
19/01/2007,6237.20,6210.30,6243.30,6178.00,0.43
18/01/2007,6210.30,6204.50,6257.20,6204.50,0.09
17/01/2007,6204.50,6215.70,6227.00,6163.50,-0.18
16/01/2007,6215.70,6263.50,6266.40,6206.40,-0.76
15/01/2007,6263.50,6239.00,6279.70,6239.00,0.39
12/01/2007,6239.00,6230.10,6247.60,6204.30,0.14
11/01/2007,6230.10,6160.70,6233.10,6130.20,1.13
10/01/2007,6160.70,6196.10,6196.10,6142.00,-0.57
09/01/2007,6196.10,6194.20,6218.50,6190.40,0.03
08/01/2007,6194.20,6220.10,6246.00,6187.00,-0.42
05/01/2007,6220.10,6287.00,6287.00,6220.10,-1.06
04/01/2007,6287.00,6319.00,6319.00,6261.00,-0.51
03/01/2007,6319.00,6310.90,6322.00,6296.00,0.13
02/01/2007,6310.90,6220.80,6312.50,6220.80,1.45
29/12/2006,6220.80,6240.90,6245.20,6207.60,-0.32
28/12/2006,6240.90,6245.20,6258.70,6232.30,-0.07
27/12/2006,6245.20,6190.00,6248.10,6190.00,0.89
22/12/2006,6190.00,6183.70,6191.10,6175.50,0.10
21/12/2006,6183.70,6198.60,6203.50,6171.20,-0.24
20/12/2006,6198.60,6203.90,6240.10,6197.90,-0.09
19/12/2006,6203.90,6247.40,6247.40,6192.00,-0.70
18/12/2006,6247.40,6260.00,6269.10,6240.10,-0.20
15/12/2006,6260.00,6228.00,6271.40,6228.00,0.51
14/12/2006,6228.00,6192.50,6230.60,6192.50,0.57
13/12/2006,6192.50,6156.40,6196.60,6149.40,0.59
12/12/2006,6156.40,6159.80,6164.80,6137.80,-0.06
11/12/2006,6159.80,6152.40,6187.00,6147.10,0.12
08/12/2006,6152.40,6131.50,6157.10,6106.60,0.34
07/12/2006,6131.50,6090.30,6145.30,6082.80,0.68
06/12/2006,6090.30,6086.40,6105.70,6068.10,0.06
05/12/2006,6086.40,6050.40,6097.40,6047.10,0.60
04/12/2006,6050.40,6021.50,6058.10,6019.40,0.48
01/12/2006,6021.50,6048.80,6087.40,5985.20,-0.45
30/11/2006,6048.80,6084.40,6108.90,6043.90,-0.59
29/11/2006,6084.40,6025.90,6098.60,6025.90,0.97
28/11/2006,6025.90,6050.10,6062.80,6011.80,-0.40
27/11/2006,6050.10,6122.10,6129.50,6050.10,-1.18
24/11/2006,6122.10,6140.00,6140.00,6068.10,-0.29
23/11/2006,6140.00,6160.30,6181.70,6115.10,-0.33
22/11/2006,6160.30,6202.60,6233.10,6146.30,-0.68
21/11/2006,6202.60,6204.50,6228.40,6199.70,-0.03
20/11/2006,6204.50,6192.00,6218.90,6148.30,0.20
17/11/2006,6192.00,6254.90,6254.90,6178.90,-1.01
16/11/2006,6254.90,6229.80,6256.80,6212.10,0.40
15/11/2006,6229.80,6186.60,6229.80,6186.60,0.70
14/11/2006,6186.60,6194.20,6223.90,6167.30,-0.12
13/11/2006,6194.20,6208.40,6239.80,6171.90,-0.23
10/11/2006,6208.40,6231.50,6233.10,6198.60,-0.37
09/11/2006,6231.50,6239.00,6250.40,6205.10,-0.12
08/11/2006,6239.00,6244.00,6244.00,6205.70,-0.08
07/11/2006,6244.00,6224.50,6244.50,6219.70,0.31
06/11/2006,6224.50,6148.10,6224.50,6146.50,1.24
03/11/2006,6148.10,6149.30,6177.30,6134.00,-0.02
02/11/2006,6149.30,6149.60,6172.00,6112.90,0.00
01/11/2006,6149.60,6129.20,6180.70,6129.20,0.33
31/10/2006,6129.20,6126.80,6149.90,6110.90,0.04
30/10/2006,6126.80,6160.90,6160.90,6112.90,-0.55
27/10/2006,6160.90,6184.80,6206.00,6132.70,-0.39
26/10/2006,6184.80,6214.60,6244.60,6179.70,-0.48
25/10/2006,6214.60,6182.50,6216.10,6178.80,0.52
24/10/2006,6182.50,6166.10,6186.90,6161.30,0.27
23/10/2006,6166.10,6155.20,6181.10,6129.10,0.18
20/10/2006,6155.20,6156.00,6199.80,6134.30,-0.01
19/10/2006,6156.00,6150.40,6183.50,6113.10,0.09
18/10/2006,6150.40,6108.60,6166.80,6108.60,0.68
17/10/2006,6108.60,6172.40,6174.70,6105.80,-1.03
16/10/2006,6172.40,6157.30,6184.30,6149.30,0.25
13/10/2006,6157.30,6121.30,6170.50,6105.30,0.59
12/10/2006,6121.30,6073.50,6121.70,6069.00,0.79
11/10/2006,6073.50,6072.70,6081.90,6044.70,0.01
10/10/2006,6072.70,6030.90,6076.30,6030.20,0.69
09/10/2006,6030.90,6001.20,6044.50,5994.80,0.49
06/10/2006,6001.20,6004.50,6014.30,5978.10,-0.05
05/10/2006,6004.50,5966.50,6016.70,5966.50,0.64
04/10/2006,5966.50,5937.10,5969.10,5921.50,0.50
03/10/2006,5937.10,5957.80,5957.80,5897.30,-0.35
02/10/2006,5957.80,5960.80,5985.50,5950.90,-0.05
29/09/2006,5960.80,5971.30,6002.90,5950.10,-0.18
28/09/2006,5971.30,5930.10,5978.80,5930.10,0.69
27/09/2006,5930.10,5873.60,5942.20,5872.80,0.96
26/09/2006,5873.60,5798.30,5879.20,5798.30,1.30
25/09/2006,5798.30,5822.30,5847.00,5774.50,-0.41
22/09/2006,5822.30,5896.70,5896.70,5820.40,-1.26
21/09/2006,5896.70,5866.20,5898.10,5848.50,0.52
20/09/2006,5866.20,5831.80,5880.80,5820.90,0.59
19/09/2006,5831.80,5890.20,5897.40,5831.80,-0.99
18/09/2006,5890.20,5877.00,5911.90,5870.40,0.22
15/09/2006,5877.00,5877.20,5899.20,5864.80,0.00
14/09/2006,5877.20,5892.20,5943.70,5869.00,-0.25
13/09/2006,5892.20,5895.50,5913.40,5874.50,-0.06
12/09/2006,5895.50,5850.80,5896.90,5824.20,0.76
11/09/2006,5850.80,5879.30,5879.30,5820.00,-0.48
08/09/2006,5879.30,5858.10,5899.00,5858.10,0.36
07/09/2006,5858.10,5929.30,5929.30,5853.30,-1.20
06/09/2006,5929.30,5981.70,5981.70,5926.20,-0.88
05/09/2006,5981.70,5986.60,5991.20,5956.30,-0.08
04/09/2006,5986.60,5949.10,5986.60,5947.70,0.63
01/09/2006,5949.10,5906.10,5967.70,5906.10,0.73
31/08/2006,5906.10,5929.30,5937.00,5895.00,-0.39
30/08/2006,5929.30,5888.30,5945.30,5888.20,0.70
29/08/2006,5888.30,5878.60,5921.30,5878.60,0.17
25/08/2006,5878.60,5869.10,5893.60,5858.60,0.16
24/08/2006,5869.10,5860.00,5892.30,5832.50,0.16
23/08/2006,5860.00,5902.60,5906.30,5853.80,-0.72
22/08/2006,5902.60,5915.20,5939.20,5878.40,-0.21
21/08/2006,5915.20,5903.40,5936.60,5883.80,0.20
18/08/2006,5903.40,5900.40,5932.50,5900.20,0.05
17/08/2006,5900.40,5896.60,5915.00,5888.80,0.06
16/08/2006,5896.60,5897.90,5902.80,5848.70,-0.02
15/08/2006,5897.90,5870.90,5903.20,5845.00,0.46
14/08/2006,5870.90,5820.10,5870.90,5820.10,0.87
11/08/2006,5820.10,5823.40,5848.20,5797.00,-0.06
10/08/2006,5823.40,5860.50,5860.50,5752.60,-0.63
09/08/2006,5860.50,5818.10,5865.90,5778.20,0.73
08/08/2006,5818.10,5828.80,5866.60,5818.10,-0.18
07/08/2006,5828.80,5889.40,5889.40,5820.90,-1.03
04/08/2006,5889.40,5838.40,5893.30,5836.50,0.87
03/08/2006,5838.40,5932.10,5940.70,5827.10,-1.58
02/08/2006,5932.10,5880.80,5932.10,5880.80,0.87
01/08/2006,5880.80,5928.30,5949.80,5867.40,-0.80
31/07/2006,5928.30,5974.90,5977.20,5928.30,-0.78
28/07/2006,5974.90,5929.50,5982.50,5904.70,0.77
27/07/2006,5929.50,5877.10,5936.80,5877.10,0.89
26/07/2006,5877.10,5851.20,5878.70,5851.20,0.44
25/07/2006,5851.20,5833.90,5872.80,5825.80,0.30
24/07/2006,5833.90,5719.70,5835.20,5719.70,2.00
21/07/2006,5719.70,5770.90,5770.90,5700.70,-0.89
20/07/2006,5770.90,5778.00,5819.70,5756.40,-0.12
19/07/2006,5778.00,5681.70,5785.30,5680.80,1.69
18/07/2006,5681.70,5701.00,5712.60,5658.30,-0.34
17/07/2006,5701.00,5707.60,5721.10,5654.60,-0.12
14/07/2006,5707.60,5765.00,5765.00,5707.60,-1.00
13/07/2006,5765.00,5860.60,5860.60,5751.90,-1.63
12/07/2006,5860.60,5857.30,5899.30,5842.70,0.06
11/07/2006,5857.30,5896.90,5896.90,5844.00,-0.67
10/07/2006,5896.90,5888.90,5901.00,5856.50,0.14
07/07/2006,5888.90,5890.00,5908.50,5858.40,-0.02
06/07/2006,5890.00,5826.70,5897.10,5826.70,1.09
05/07/2006,5826.70,5883.50,5883.50,5815.70,-0.97
04/07/2006,5883.50,5884.40,5884.50,5848.30,-0.02
03/07/2006,5884.40,5833.40,5884.40,5833.40,0.87
30/06/2006,5833.40,5791.50,5865.70,5791.50,0.72
29/06/2006,5791.50,5678.60,5791.70,5678.60,1.99
28/06/2006,5678.60,5652.30,5702.90,5633.80,0.47
27/06/2006,5652.30,5681.20,5729.80,5650.00,-0.51
26/06/2006,5681.20,5692.10,5716.50,5677.50,-0.19
23/06/2006,5692.10,5684.10,5716.70,5667.80,0.14
22/06/2006,5684.10,5665.00,5736.80,5657.20,0.34
21/06/2006,5665.00,5658.20,5673.50,5610.80,0.12
20/06/2006,5658.20,5626.10,5658.20,5585.00,0.57
19/06/2006,5626.10,5597.40,5665.70,5597.40,0.51
16/06/2006,5597.40,5619.30,5701.50,5594.30,-0.39
15/06/2006,5619.30,5506.80,5636.80,5506.80,2.04
14/06/2006,5506.80,5519.60,5544.40,5475.60,-0.23
13/06/2006,5519.60,5620.90,5620.90,5467.40,-1.80
12/06/2006,5620.90,5655.20,5666.30,5612.30,-0.61
09/06/2006,5655.20,5562.90,5673.60,5562.90,1.66
08/06/2006,5562.90,5706.30,5706.30,5562.90,-2.51
07/06/2006,5706.30,5669.80,5720.60,5638.50,0.64
06/06/2006,5669.80,5762.10,5762.10,5656.60,-1.60
05/06/2006,5762.10,5764.60,5789.80,5738.90,-0.04
02/06/2006,5764.60,5749.70,5802.90,5745.70,0.26
01/06/2006,5749.70,5723.80,5754.80,5680.60,0.45
31/05/2006,5723.80,5652.00,5743.80,5591.50,1.27
30/05/2006,5652.00,5791.00,5793.60,5643.30,-2.40
26/05/2006,5791.00,5677.70,5791.00,5677.70,2.00
25/05/2006,5677.70,5587.10,5677.70,5562.00,1.62
24/05/2006,5587.10,5678.70,5678.70,5563.50,-1.61
23/05/2006,5678.70,5532.70,5705.90,5532.70,2.64
22/05/2006,5532.70,5657.40,5657.40,5510.50,-2.20
19/05/2006,5657.40,5671.60,5715.00,5645.40,-0.25
18/05/2006,5671.60,5675.50,5719.70,5618.70,-0.07
17/05/2006,5675.50,5846.20,5871.60,5675.50,-2.92
16/05/2006,5846.20,5841.30,5883.20,5807.10,0.08
15/05/2006,5841.30,5912.10,5912.10,5755.40,-1.20
12/05/2006,5912.10,6042.00,6042.00,5912.10,-2.15
11/05/2006,6042.00,6083.40,6114.50,6039.90,-0.68
10/05/2006,6083.40,6105.60,6110.00,6079.60,-0.36
09/05/2006,6105.60,6067.10,6109.70,6054.60,0.63
08/05/2006,6067.10,6091.70,6133.50,6058.80,-0.40
05/05/2006,6091.70,6036.90,6093.10,6033.90,0.91
04/05/2006,6036.90,6010.00,6045.80,6001.10,0.45
03/05/2006,6010.00,6082.10,6100.00,6008.70,-1.19
02/05/2006,6082.10,6023.10,6090.70,6022.30,0.98
28/04/2006,6023.10,6060.00,6060.00,6023.10,-0.61
27/04/2006,6060.00,6104.30,6104.60,6026.20,-0.73
26/04/2006,6104.30,6086.60,6126.50,6086.60,0.29
25/04/2006,6086.60,6098.70,6128.80,6084.60,-0.20
24/04/2006,6098.70,6132.70,6136.50,6098.70,-0.55
21/04/2006,6132.70,6081.40,6137.10,6077.90,0.84
20/04/2006,6081.40,6089.80,6113.40,6074.20,-0.14
19/04/2006,6089.80,6044.10,6100.60,6044.10,0.76
18/04/2006,6044.10,6029.40,6056.10,6026.10,0.24
13/04/2006,6029.40,6000.80,6033.70,5987.20,0.48
12/04/2006,6000.80,6016.50,6020.00,5974.50,-0.26
11/04/2006,6016.50,6067.00,6092.50,6012.90,-0.83
10/04/2006,6067.00,6026.10,6067.00,6024.30,0.68
07/04/2006,6026.10,6045.70,6074.20,6020.60,-0.32
06/04/2006,6045.70,6044.10,6073.30,6037.60,0.03
05/04/2006,6044.10,6004.70,6047.50,5983.50,0.66
04/04/2006,6004.70,6024.30,6024.30,5984.30,-0.33
03/04/2006,6024.30,5964.60,6033.50,5964.60,1.00
31/03/2006,5964.60,6015.20,6019.20,5961.40,-0.84
30/03/2006,6015.20,5959.20,6036.00,5959.20,0.94
29/03/2006,5959.20,5935.70,5979.70,5927.20,0.40
28/03/2006,5935.70,5972.20,6004.30,5929.70,-0.61
27/03/2006,5972.20,6036.30,6047.00,5971.40,-1.06
24/03/2006,6036.30,5990.10,6037.90,5990.10,0.77
23/03/2006,5990.10,6007.50,6029.40,5974.80,-0.29
22/03/2006,6007.50,5991.30,6012.60,5957.80,0.27
21/03/2006,5991.30,5991.70,5992.90,5956.70,-0.01
20/03/2006,5991.70,5999.40,6039.10,5986.90,-0.13
17/03/2006,5999.40,5993.20,6044.00,5992.80,0.10
16/03/2006,5993.20,5965.10,5995.20,5951.00,0.47
15/03/2006,5965.10,5950.60,5980.50,5950.60,0.24
