Date,Price,Open,High,Low,Change %
17/09/2009,5164.00,5124.10,5173.10,5124.10,0.78
16/09/2009,5124.10,5042.10,5131.30,5042.10,1.63
15/09/2009,5042.10,5018.90,5062.70,4996.50,0.46
14/09/2009,5018.90,5011.50,5020.90,4953.70,0.15
11/09/2009,5011.50,4987.70,5038.80,4987.70,0.48
10/09/2009,4987.70,5004.30,5035.30,4956.60,-0.33
09/09/2009,5004.30,4947.30,5004.30,4928.40,1.15
08/09/2009,4947.30,4933.20,4972.00,4926.00,0.29
07/09/2009,4933.20,4851.70,4941.70,4851.70,1.68
04/09/2009,4851.70,4796.80,4873.80,4796.80,1.14
03/09/2009,4796.80,4817.50,4841.50,4788.90,-0.43
02/09/2009,4817.50,4819.70,4821.90,4776.50,-0.05
01/09/2009,4819.70,4908.90,4921.20,4819.70,-1.82
28/08/2009,4908.90,4869.40,4944.20,4869.40,0.81
27/08/2009,4869.40,4890.60,4906.20,4855.30,-0.43
26/08/2009,4890.60,4916.80,4927.00,4872.40,-0.53
25/08/2009,4916.80,4896.20,4923.30,4858.90,0.42
24/08/2009,4896.20,4850.90,4911.40,4850.90,0.93
21/08/2009,4850.90,4756.60,4858.50,4735.80,1.98
20/08/2009,4756.60,4689.70,4766.90,4689.70,1.43
19/08/2009,4689.70,4685.80,4698.50,4625.40,0.08
18/08/2009,4685.80,4645.00,4688.20,4645.00,0.88
17/08/2009,4645.00,4714.00,4714.00,4610.30,-1.46
14/08/2009,4714.00,4755.50,4790.20,4699.50,-0.87
13/08/2009,4755.50,4716.80,4790.00,4716.80,0.82
12/08/2009,4716.80,4671.30,4722.50,4631.70,0.97
11/08/2009,4671.30,4722.20,4744.10,4657.80,-1.08
10/08/2009,4722.20,4731.60,4731.60,4688.80,-0.20
07/08/2009,4731.60,4690.50,4743.60,4632.20,0.88
06/08/2009,4690.50,4647.10,4729.60,4647.10,0.93
05/08/2009,4647.10,4671.40,4696.60,4630.60,-0.52
04/08/2009,4671.40,4682.50,4682.50,4627.70,-0.24
03/08/2009,4682.50,4608.40,4710.20,4595.60,1.61
31/07/2009,4608.40,4631.60,4645.50,4599.70,-0.50
30/07/2009,4631.60,4547.50,4646.90,4547.50,1.85
29/07/2009,4547.50,4528.80,4581.80,4512.10,0.41
28/07/2009,4528.80,4586.10,4616.40,4520.30,-1.25
27/07/2009,4586.10,4576.60,4615.10,4553.10,0.21
24/07/2009,4576.60,4559.80,4603.20,4536.50,0.37
23/07/2009,4559.80,4493.70,4566.80,4472.10,1.47
22/07/2009,4493.70,4481.20,4498.00,4449.20,0.28
21/07/2009,4481.20,4443.60,4502.10,4437.80,0.85
20/07/2009,4443.60,4388.80,4464.80,4388.80,1.25
17/07/2009,4388.80,4361.80,4411.90,4361.80,0.62
16/07/2009,4361.80,4346.50,4385.10,4329.40,0.35
15/07/2009,4346.50,4237.70,4346.50,4237.70,2.57
14/07/2009,4237.70,4202.10,4256.40,4198.70,0.85
13/07/2009,4202.10,4127.20,4209.30,4096.10,1.81
10/07/2009,4127.20,4158.70,4160.50,4123.50,-0.76
09/07/2009,4158.70,4140.20,4186.40,4140.20,0.45
08/07/2009,4140.20,4187.00,4197.50,4130.60,-1.12
07/07/2009,4187.00,4194.90,4242.10,4184.40,-0.19
06/07/2009,4194.90,4236.30,4236.30,4172.30,-0.98
03/07/2009,4236.30,4234.30,4264.80,4221.20,0.05
02/07/2009,4234.30,4340.70,4340.70,4230.80,-2.45
01/07/2009,4340.70,4249.20,4353.00,4249.20,2.15
30/06/2009,4249.20,4294.00,4311.20,4230.60,-1.04
29/06/2009,4294.00,4241.00,4303.50,4235.20,1.25
26/06/2009,4241.00,4252.60,4307.20,4216.50,-0.27
25/06/2009,4252.60,4280.00,4290.40,4213.40,-0.64
24/06/2009,4280.00,4230.00,4293.00,4218.40,1.18
23/06/2009,4230.00,4234.00,4264.00,4214.90,-0.09
22/06/2009,4234.00,4345.90,4345.90,4234.00,-2.57
19/06/2009,4345.90,4280.90,4370.30,4279.90,1.52
18/06/2009,4280.90,4278.50,4305.40,4239.70,0.06
17/06/2009,4278.50,4328.60,4328.70,4254.60,-1.16
16/06/2009,4328.60,4326.00,4372.90,4321.60,0.06
15/06/2009,4326.00,4442.00,4442.00,4319.80,-2.61
12/06/2009,4442.00,4461.90,4472.00,4427.20,-0.45
11/06/2009,4461.90,4436.80,4478.40,4409.10,0.57
10/06/2009,4436.80,4404.80,4505.90,4404.80,0.73
09/06/2009,4404.80,4405.20,4445.50,4387.30,-0.01
08/06/2009,4405.20,4438.60,4438.60,4370.50,-0.75
05/06/2009,4438.60,4386.90,4495.90,4386.90,1.18
04/06/2009,4386.90,4383.40,4436.30,4359.70,0.08
03/06/2009,4383.40,4477.00,4477.20,4359.30,-2.09
02/06/2009,4477.00,4506.20,4506.20,4435.90,-0.65
01/06/2009,4506.20,4417.90,4517.60,4417.90,2.00
29/05/2009,4417.90,4387.50,4469.40,4387.50,0.69
28/05/2009,4387.50,4416.20,4416.20,4341.10,-0.65
27/05/2009,4416.20,4411.70,4439.80,4390.20,0.10
26/05/2009,4411.70,4365.30,4423.60,4295.00,1.06
22/05/2009,4365.30,4345.50,4393.10,4335.00,0.46
21/05/2009,4345.50,4468.40,4468.40,4325.80,-2.75
20/05/2009,4468.40,4482.30,4504.20,4445.10,-0.31
19/05/2009,4482.30,4446.50,4512.70,4445.50,0.81
18/05/2009,4446.50,4348.10,4446.50,4307.70,2.26
15/05/2009,4348.10,4362.60,4400.70,4317.20,-0.33
14/05/2009,4362.60,4331.40,4371.30,4295.20,0.72
13/05/2009,4331.40,4425.50,4448.00,4328.20,-2.13
12/05/2009,4425.50,4435.50,4457.50,4397.40,-0.23
11/05/2009,4435.50,4462.10,4470.00,4401.50,-0.60
08/05/2009,4462.10,4398.70,4487.50,4398.70,1.44
07/05/2009,4398.70,4396.50,4520.80,4380.30,0.05
06/05/2009,4396.50,4336.90,4437.60,4317.00,1.37
05/05/2009,4336.90,4243.20,4375.40,4243.20,2.21
01/05/2009,4243.20,4243.70,4251.60,4210.80,-0.01
30/04/2009,4243.70,4189.60,4293.60,4189.60,1.29
29/04/2009,4189.60,4096.40,4193.30,4089.50,2.28
28/04/2009,4096.40,4167.00,4167.00,4058.70,-1.69
27/04/2009,4167.00,4156.00,4179.20,4088.70,0.26
24/04/2009,4156.00,4018.20,4156.00,4018.20,3.43
23/04/2009,4018.20,4030.70,4082.30,3999.10,-0.31
22/04/2009,4030.70,3987.50,4036.00,3948.20,1.08
21/04/2009,3987.50,3990.90,4019.20,3897.30,-0.09
20/04/2009,3990.90,4092.80,4112.80,3962.90,-2.49
17/04/2009,4092.80,4053.00,4114.30,4043.20,0.98
16/04/2009,4053.00,3968.40,4053.00,3963.60,2.13
15/04/2009,3968.40,3989.00,4023.40,3941.60,-0.52
14/04/2009,3989.00,3983.70,4039.70,3939.60,0.13
09/04/2009,3983.70,3925.50,3986.30,3912.00,1.48
08/04/2009,3925.50,3930.50,3940.40,3876.10,-0.13
07/04/2009,3930.50,3993.50,4039.50,3909.90,-1.58
06/04/2009,3993.50,4029.70,4097.20,3959.60,-0.90
03/04/2009,4029.70,4125.00,4132.90,4015.60,-2.31
02/04/2009,4125.00,3955.60,4137.90,3955.60,4.28
01/04/2009,3955.60,3926.10,3972.70,3838.20,0.75
31/03/2009,3926.10,3762.90,3930.60,3762.90,4.34
30/03/2009,3762.90,3898.90,3898.90,3762.90,-3.49
27/03/2009,3898.90,3925.20,3950.30,3877.60,-0.67
26/03/2009,3925.20,3900.30,3929.50,3877.80,0.64
25/03/2009,3900.30,3911.50,3939.20,3853.00,-0.29
24/03/2009,3911.50,3952.80,3992.40,3878.40,-1.04
23/03/2009,3952.80,3842.90,3978.60,3842.90,2.86
20/03/2009,3842.90,3816.90,3854.90,3777.70,0.68
19/03/2009,3816.90,3805.00,3912.60,3793.70,0.31
18/03/2009,3805.00,3857.10,3901.60,3768.50,-1.35
17/03/2009,3857.10,3864.00,3864.00,3793.10,-0.18
16/03/2009,3864.00,3753.70,3864.00,3753.70,2.94
13/03/2009,3753.70,3712.10,3816.00,3712.10,1.12
12/03/2009,3712.10,3693.80,3725.60,3616.50,0.50
11/03/2009,3693.80,3715.20,3763.20,3652.00,-0.58
10/03/2009,3715.20,3542.40,3726.30,3516.30,4.88
09/03/2009,3542.40,3530.70,3564.80,3460.70,0.33
06/03/2009,3530.70,3529.90,3590.20,3492.10,0.02
05/03/2009,3529.90,3645.90,3645.90,3526.40,-3.18
04/03/2009,3645.90,3512.10,3649.50,3512.10,3.81
03/03/2009,3512.10,3625.80,3676.90,3497.30,-3.14
02/03/2009,3625.80,3830.10,3830.10,3625.80,-5.33
27/02/2009,3830.10,3915.60,3915.60,3760.70,-2.18
26/02/2009,3915.60,3849.00,3948.20,3849.00,1.73
25/02/2009,3849.00,3816.40,3884.10,3803.90,0.85
24/02/2009,3816.40,3850.70,3852.30,3772.40,-0.89
23/02/2009,3850.70,3889.10,3960.00,3844.90,-0.99
20/02/2009,3889.10,4018.40,4018.40,3877.80,-3.22
19/02/2009,4018.40,4006.80,4045.20,3983.90,0.29
18/02/2009,4006.80,4034.10,4056.50,3938.10,-0.68
17/02/2009,4034.10,4134.80,4134.80,3995.40,-2.44
16/02/2009,4134.80,4189.60,4189.60,4127.30,-1.31
13/02/2009,4189.60,4202.20,4291.60,4168.00,-0.30
12/02/2009,4202.20,4234.30,4234.30,4135.10,-0.76
11/02/2009,4234.30,4213.10,4244.50,4182.10,0.50
10/02/2009,4213.10,4307.60,4309.50,4210.50,-2.19
09/02/2009,4307.60,4291.90,4334.00,4244.00,0.37
06/02/2009,4291.90,4228.90,4330.70,4225.60,1.49
05/02/2009,4228.90,4228.60,4235.30,4133.50,0.01
04/02/2009,4228.60,4164.50,4262.70,4160.40,1.54
03/02/2009,4164.50,4077.80,4173.20,4043.40,2.13
02/02/2009,4077.80,4149.60,4149.60,4036.90,-1.73
30/01/2009,4149.60,4190.10,4228.00,4125.20,-0.97
29/01/2009,4190.10,4295.20,4295.20,4147.70,-2.45
28/01/2009,4295.20,4194.40,4317.60,4194.40,2.40
27/01/2009,4194.40,4209.00,4211.00,4130.80,-0.35
26/01/2009,4209.00,4052.50,4225.20,4039.40,3.86
23/01/2009,4052.50,4052.20,4070.80,3956.70,0.01
22/01/2009,4052.20,4059.90,4153.90,4046.40,-0.19
21/01/2009,4059.90,4091.40,4112.80,4001.40,-0.77
20/01/2009,4091.40,4108.50,4184.30,4060.60,-0.42
19/01/2009,4108.50,4147.10,4251.90,4032.40,-0.93
16/01/2009,4147.10,4121.10,4251.70,4121.10,0.63
15/01/2009,4121.10,4180.60,4199.40,4090.90,-1.42
14/01/2009,4180.60,4399.10,4426.50,4115.40,-4.97
13/01/2009,4399.10,4426.20,4426.20,4321.30,-0.61
12/01/2009,4426.20,4448.50,4471.30,4402.30,-0.50
09/01/2009,4448.50,4505.40,4534.80,4431.90,-1.26
08/01/2009,4505.40,4507.50,4514.70,4410.50,-0.05
07/01/2009,4507.50,4638.90,4638.90,4478.00,-2.83
06/01/2009,4638.90,4579.60,4675.70,4562.00,1.29
05/01/2009,4579.60,4561.80,4618.10,4520.80,0.39
02/01/2009,4561.80,4434.20,4561.80,4430.00,2.88
31/12/2008,4434.20,4392.70,4456.20,4392.70,0.94
30/12/2008,4392.70,4319.40,4406.10,4319.40,1.70
29/12/2008,4319.40,4216.60,4326.30,4216.60,2.44
24/12/2008,4216.60,4256.00,4256.00,4205.20,-0.93
23/12/2008,4256.00,4249.20,4307.10,4244.20,0.16
22/12/2008,4249.20,4286.90,4305.40,4219.80,-0.88
19/12/2008,4286.90,4330.70,4330.70,4200.70,-1.01
18/12/2008,4330.70,4324.20,4352.70,4282.60,0.15
17/12/2008,4324.20,4309.10,4341.10,4231.10,0.35
16/12/2008,4309.10,4277.60,4330.10,4246.10,0.74
15/12/2008,4277.60,4280.40,4340.70,4238.90,-0.07
12/12/2008,4280.40,4388.70,4388.70,4201.90,-2.47
11/12/2008,4388.70,4367.30,4430.30,4307.80,0.49
10/12/2008,4367.30,4381.30,4407.10,4330.00,-0.32
09/12/2008,4381.30,4300.10,4413.00,4232.60,1.89
08/12/2008,4300.10,4049.40,4318.00,4049.40,6.19
05/12/2008,4049.40,4163.60,4163.60,4002.20,-2.74
04/12/2008,4163.60,4170.00,4261.10,4090.00,-0.15
03/12/2008,4170.00,4122.90,4190.90,4042.30,1.14
02/12/2008,4122.90,4065.50,4137.10,3973.30,1.41
01/12/2008,4065.50,4288.00,4288.00,4038.40,-5.19
28/11/2008,4288.00,4226.10,4288.00,4192.50,1.46
27/11/2008,4226.10,4152.70,4241.70,4152.70,1.77
26/11/2008,4152.70,4171.30,4198.70,4050.70,-0.45
25/11/2008,4171.30,4153.00,4268.30,4069.30,0.44
24/11/2008,4153.00,3781.00,4153.10,3781.00,9.84
21/11/2008,3781.00,3875.00,3946.70,3734.10,-2.43
20/11/2008,3875.00,4005.70,4005.70,3812.20,-3.26
19/11/2008,4005.70,4208.50,4213.20,3999.10,-4.82
18/11/2008,4208.50,4132.20,4208.50,4033.40,1.85
17/11/2008,4132.20,4233.00,4236.40,4110.70,-2.38
14/11/2008,4233.00,4169.20,4342.30,4169.20,1.53
13/11/2008,4169.20,4182.00,4198.70,4079.60,-0.31
12/11/2008,4182.00,4246.70,4333.40,4134.50,-1.52
11/11/2008,4246.70,4403.90,4403.90,4231.50,-3.57
10/11/2008,4403.90,4365.00,4524.90,4365.00,0.89
07/11/2008,4365.00,4272.40,4408.10,4263.80,2.17
06/11/2008,4272.40,4530.70,4530.70,4260.30,-5.70
05/11/2008,4530.70,4639.50,4639.50,4495.70,-2.35
04/11/2008,4639.50,4443.30,4639.50,4404.20,4.42
03/11/2008,4443.30,4377.30,4443.30,4348.30,1.51
31/10/2008,4377.30,4291.60,4383.90,4195.10,2.00
30/10/2008,4291.60,4242.50,4352.50,4200.20,1.16
29/10/2008,4242.50,3926.40,4242.50,3926.40,8.05
28/10/2008,3926.40,3852.60,4034.00,3847.60,1.92
27/10/2008,3852.60,3883.40,3911.60,3665.20,-0.79
24/10/2008,3883.40,4087.80,4087.80,3715.20,-5.00
23/10/2008,4087.80,4040.90,4108.40,3927.60,1.16
22/10/2008,4040.90,4229.70,4229.70,4031.80,-4.46
21/10/2008,4229.70,4282.70,4347.70,4212.40,-1.24
20/10/2008,4282.70,4063.00,4282.70,4063.00,5.41
17/10/2008,4063.00,3861.40,4077.60,3861.30,5.22
16/10/2008,3861.40,4079.60,4079.60,3808.10,-5.35
15/10/2008,4079.60,4394.20,4394.20,4052.00,-7.16
14/10/2008,4394.20,4256.90,4534.40,4256.90,3.23
13/10/2008,4256.90,3932.10,4256.90,3932.10,8.26
10/10/2008,3932.10,4313.80,4313.80,3874.00,-8.85
09/10/2008,4313.80,4366.70,4512.50,4274.40,-1.21
08/10/2008,4366.70,4605.20,4654.20,4245.30,-5.18
07/10/2008,4605.20,4589.20,4745.00,4517.50,0.35
06/10/2008,4589.20,4980.30,4980.30,4549.70,-7.85
03/10/2008,4980.30,4870.30,5003.90,4832.10,2.26
02/10/2008,4870.30,4959.60,5052.00,4862.10,-1.80
01/10/2008,4959.60,4902.50,5012.20,4891.50,1.16
30/09/2008,4902.50,4818.80,4953.40,4671.00,1.74
29/09/2008,4818.80,5088.50,5088.50,4818.80,-5.30
26/09/2008,5088.50,5197.00,5197.00,5057.30,-2.09
25/09/2008,5197.00,5095.60,5211.60,5060.70,1.99
24/09/2008,5095.60,5136.10,5167.40,5087.30,-0.79
23/09/2008,5136.10,5236.30,5236.30,5076.30,-1.91
22/09/2008,5236.30,5311.30,5339.30,5236.30,-1.41
19/09/2008,5311.30,4880.00,5351.20,4857.10,8.84
18/09/2008,4880.00,4912.40,5015.90,4860.70,-0.66
17/09/2008,4912.40,5025.60,5124.40,4903.30,-2.25
16/09/2008,5025.60,5204.20,5204.20,4961.20,-3.43
15/09/2008,5204.20,5416.70,5416.70,5124.90,-3.92
12/09/2008,5416.70,5318.40,5416.70,5318.40,1.85
11/09/2008,5318.40,5366.20,5377.90,5258.10,-0.89
10/09/2008,5366.20,5415.60,5419.50,5327.80,-0.91
09/09/2008,5415.60,5446.30,5524.80,5386.90,-0.56
08/09/2008,5446.30,5240.70,5447.60,5240.70,3.92
05/09/2008,5240.70,5362.10,5362.10,5227.60,-2.26
04/09/2008,5362.10,5499.70,5541.70,5362.10,-2.50
03/09/2008,5499.70,5620.70,5620.70,5492.10,-2.15
02/09/2008,5620.70,5602.80,5646.50,5574.90,0.32
01/09/2008,5602.80,5636.60,5636.60,5573.80,-0.60
29/08/2008,5636.60,5601.20,5649.10,5587.40,0.63
28/08/2008,5601.20,5528.10,5634.00,5496.90,1.32
27/08/2008,5528.10,5470.70,5540.80,5434.70,1.05
26/08/2008,5470.70,5505.60,5505.60,5369.30,-0.63
22/08/2008,5505.60,5370.20,5505.60,5368.00,2.52
21/08/2008,5370.20,5371.80,5408.00,5311.40,-0.03
20/08/2008,5371.80,5320.40,5384.20,5320.40,0.97
19/08/2008,5320.40,5450.20,5450.20,5317.10,-2.38
18/08/2008,5450.20,5454.80,5498.70,5425.30,-0.08
15/08/2008,5454.80,5497.40,5538.80,5432.20,-0.77
14/08/2008,5497.40,5448.60,5539.60,5445.60,0.90
13/08/2008,5448.60,5534.50,5534.50,5437.10,-1.55
12/08/2008,5534.50,5541.80,5569.20,5491.30,-0.13
11/08/2008,5541.80,5489.20,5541.80,5477.70,0.96
08/08/2008,5489.20,5477.50,5507.20,5410.80,0.21
07/08/2008,5477.50,5486.10,5539.30,5450.90,-0.16
06/08/2008,5486.10,5454.50,5498.60,5440.10,0.58
05/08/2008,5454.50,5320.20,5454.50,5299.70,2.52
04/08/2008,5320.20,5354.70,5414.70,5310.30,-0.64
01/08/2008,5354.70,5411.90,5411.90,5321.30,-1.06
31/07/2008,5411.90,5420.70,5456.10,5371.30,-0.16
30/07/2008,5420.70,5319.20,5435.90,5319.20,1.91
29/07/2008,5319.20,5312.60,5354.60,5261.40,0.12
28/07/2008,5312.60,5352.60,5365.80,5308.40,-0.75
25/07/2008,5352.60,5362.30,5375.20,5291.40,-0.18
24/07/2008,5362.30,5449.90,5463.70,5345.10,-1.61
23/07/2008,5449.90,5364.10,5467.20,5364.10,1.60
22/07/2008,5364.10,5404.30,5404.30,5282.80,-0.74
21/07/2008,5404.30,5376.40,5445.80,5334.60,0.52
18/07/2008,5376.40,5286.30,5376.40,5216.60,1.70
17/07/2008,5286.30,5150.60,5320.50,5150.60,2.63
16/07/2008,5150.60,5171.90,5210.10,5071.10,-0.41
15/07/2008,5171.90,5300.40,5300.40,5119.00,-2.42
14/07/2008,5300.40,5261.60,5373.20,5261.60,0.74
11/07/2008,5261.60,5406.80,5461.80,5261.60,-2.69
10/07/2008,5406.80,5529.60,5529.60,5392.60,-2.22
09/07/2008,5529.60,5440.50,5538.20,5440.50,1.64
08/07/2008,5440.50,5512.70,5512.70,5358.70,-1.31
07/07/2008,5512.70,5412.80,5516.40,5400.10,1.85
04/07/2008,5412.80,5476.60,5490.20,5394.00,-1.16
03/07/2008,5476.60,5426.30,5490.60,5358.50,0.93
02/07/2008,5426.30,5479.90,5566.80,5426.30,-0.98
01/07/2008,5479.90,5625.90,5625.90,5466.30,-2.60
30/06/2008,5625.90,5529.90,5625.90,5520.20,1.74
27/06/2008,5529.90,5518.20,5555.20,5470.90,0.21
26/06/2008,5518.20,5666.10,5666.10,5518.20,-2.61
25/06/2008,5666.10,5634.70,5669.60,5634.70,0.56
24/06/2008,5634.70,5667.20,5693.80,5581.60,-0.57
23/06/2008,5667.20,5620.80,5679.20,5603.20,0.83
20/06/2008,5620.80,5708.40,5731.90,5597.00,-1.53
19/06/2008,5708.40,5756.90,5786.40,5707.20,-0.84
18/06/2008,5756.90,5861.90,5861.90,5735.40,-1.79
17/06/2008,5861.90,5794.60,5930.30,5794.60,1.16
16/06/2008,5794.60,5802.80,5832.60,5759.60,-0.14
13/06/2008,5802.80,5790.50,5818.30,5719.50,0.21
12/06/2008,5790.50,5723.30,5797.80,5719.80,1.17
11/06/2008,5723.30,5827.30,5859.40,5708.30,-1.78
10/06/2008,5827.30,5877.60,5877.60,5813.40,-0.86
09/06/2008,5877.60,5906.80,5938.50,5869.60,-0.49
06/06/2008,5906.80,5995.30,6074.50,5906.50,-1.48
05/06/2008,5995.30,5970.10,6005.10,5941.00,0.42
04/06/2008,5970.10,6057.70,6057.70,5933.30,-1.45
03/06/2008,6057.70,6007.60,6059.00,5993.30,0.83
02/06/2008,6007.60,6053.50,6060.80,5978.40,-0.76
30/05/2008,6053.50,6068.10,6111.60,6044.70,-0.24
29/05/2008,6068.10,6069.60,6130.50,6041.10,-0.02
28/05/2008,6069.60,6058.50,6122.20,6052.50,0.18
27/05/2008,6058.50,6087.30,6141.70,6048.70,-0.47
23/05/2008,6087.30,6181.60,6182.90,6087.30,-1.53
22/05/2008,6181.60,6198.10,6226.20,6159.40,-0.27
21/05/2008,6198.10,6191.60,6257.30,6183.50,0.10
20/05/2008,6191.60,6376.50,6376.50,6191.60,-2.90
19/05/2008,6376.50,6304.30,6377.00,6302.80,1.15
16/05/2008,6304.30,6251.80,6348.60,6251.80,0.84
15/05/2008,6251.80,6216.00,6258.50,6168.80,0.58
14/05/2008,6216.00,6211.90,6253.10,6167.90,0.07
13/05/2008,6211.90,6220.60,6268.10,6142.30,-0.14
12/05/2008,6220.60,6204.70,6251.90,6184.80,0.26
09/05/2008,6204.70,6270.80,6270.80,6167.60,-1.05
08/05/2008,6270.80,6256.50,6273.30,6217.00,0.16
07/05/2008,6261.00,6215.20,6275.00,6214.10,0.74
06/05/2008,6215.20,6215.50,6233.70,6155.90,0.00
02/05/2008,6215.50,6087.30,6223.90,6087.30,2.11
01/05/2008,6087.30,6087.30,6118.20,6066.00,0.00
30/04/2008,6087.30,6089.40,6120.30,6035.80,-0.03
29/04/2008,6089.40,6090.40,6133.50,6051.60,-0.02
28/04/2008,6090.40,6091.40,6134.50,6083.50,-0.02
25/04/2008,6091.40,6050.70,6098.80,6045.50,0.67
24/04/2008,6050.70,6083.60,6083.60,5951.90,-0.54
23/04/2008,6083.60,6034.70,6083.60,5978.80,0.81
22/04/2008,6034.70,6053.00,6072.00,6007.50,-0.30
21/04/2008,6053.00,6056.50,6089.50,6021.20,-0.06
18/04/2008,6056.50,5980.40,6062.10,5974.30,1.27
17/04/2008,5980.40,6046.20,6086.40,5973.90,-1.09
16/04/2008,6046.20,5906.90,6046.20,5906.90,2.36
15/04/2008,5906.90,5831.60,5943.30,5831.60,1.29
14/04/2008,5831.60,5895.50,5895.50,5827.00,-1.08
11/04/2008,5895.50,5965.10,6016.30,5866.10,-1.17
10/04/2008,5965.10,5983.90,6003.20,5881.90,-0.31
09/04/2008,5983.90,5990.20,6015.60,5947.20,-0.11
08/04/2008,5990.20,6014.80,6014.80,5942.20,-0.41
07/04/2008,6014.80,5947.10,6014.80,5947.10,1.14
04/04/2008,5947.10,5891.30,5948.00,5888.00,0.95
03/04/2008,5891.30,5915.90,5935.20,5864.00,-0.42
02/04/2008,5915.90,5852.60,5920.10,5827.20,1.08
01/04/2008,5852.60,5702.10,5865.80,5670.40,2.64
31/03/2008,5702.10,5692.90,5715.10,5585.60,0.16
28/03/2008,5692.90,5717.50,5747.20,5673.70,-0.43
27/03/2008,5717.50,5660.40,5735.00,5650.90,1.01
26/03/2008,5660.40,5689.10,5689.10,5639.10,-0.50
25/03/2008,5689.10,5495.20,5704.30,5495.20,3.53
20/03/2008,5495.20,5545.60,5545.60,5461.90,-0.91
19/03/2008,5545.60,5605.80,5653.60,5524.80,-1.07
18/03/2008,5605.80,5414.40,5610.00,5414.40,3.54
17/03/2008,5414.40,5631.70,5631.70,5414.40,-3.86
14/03/2008,5631.70,5692.40,5782.00,5595.80,-1.07
13/03/2008,5692.40,5776.40,5776.40,5628.90,-1.45
12/03/2008,5776.40,5690.40,5812.70,5690.40,1.51
11/03/2008,5690.40,5629.10,5783.40,5629.10,1.09
10/03/2008,5629.10,5699.90,5718.80,5616.60,-1.24
07/03/2008,5699.90,5766.40,5766.40,5655.70,-1.15
06/03/2008,5766.40,5853.50,5871.10,5753.10,-1.49
05/03/2008,5853.50,5767.70,5860.50,5763.90,1.49
04/03/2008,5767.70,5818.60,5872.90,5719.80,-0.87
03/03/2008,5818.60,5884.30,5884.30,5770.10,-1.12
29/02/2008,5884.30,5965.70,5986.20,5859.30,-1.36
28/02/2008,5965.70,6076.50,6090.80,5960.30,-1.82
27/02/2008,6076.50,6087.40,6104.50,5989.00,-0.18
26/02/2008,6087.40,5999.50,6092.50,5991.60,1.47
25/02/2008,5999.50,5888.50,6011.70,5888.50,1.89
22/02/2008,5888.50,5932.20,5970.90,5863.80,-0.74
21/02/2008,5932.20,5893.60,6004.40,5893.60,0.65
20/02/2008,5893.60,5966.90,5966.90,5847.40,-1.23
19/02/2008,5966.90,5946.60,6033.70,5884.80,3.10
15/02/2008,5787.60,5879.30,5915.00,5763.50,-1.56
14/02/2008,5879.30,5880.10,5938.50,5859.40,-0.01
13/02/2008,5880.10,5910.00,5915.00,5814.80,-0.51
12/02/2008,5910.00,5707.70,5910.00,5707.70,3.54
11/02/2008,5707.70,5784.00,5789.60,5681.50,-1.32
08/02/2008,5784.00,5724.10,5805.30,5703.10,1.05
07/02/2008,5724.10,5875.40,5875.40,5708.80,-2.58
06/02/2008,5875.40,5868.00,5892.60,5816.40,0.13
05/02/2008,5868.00,6026.20,6026.20,5852.80,-2.63
04/02/2008,6026.20,6029.20,6071.30,6000.20,-0.05
01/02/2008,6029.20,5879.80,6044.90,5879.80,2.54
31/01/2008,5879.80,5837.30,5899.50,5689.40,0.73
30/01/2008,5837.30,5885.20,5885.20,5818.60,-0.81
29/01/2008,5885.20,5788.90,5885.20,5788.90,1.66
28/01/2008,5788.90,5869.00,5869.00,5705.10,-1.36
25/01/2008,5869.00,5875.80,5973.30,5848.50,-0.12
24/01/2008,5875.80,5609.30,5882.30,5609.30,4.75
23/01/2008,5609.30,5740.10,5844.90,5518.30,-2.28
22/01/2008,5740.10,5578.20,5764.00,5338.70,2.90
21/01/2008,5578.20,5901.70,5901.70,5571.00,-5.48
18/01/2008,5901.70,5902.40,6030.90,5856.80,-0.01
17/01/2008,5902.40,5942.90,6028.40,5895.40,-0.68
16/01/2008,5942.90,6025.60,6031.50,5908.50,-1.37
15/01/2008,6025.60,6215.70,6215.70,6025.60,-3.06
14/01/2008,6215.70,6202.00,6247.30,6173.00,0.22
11/01/2008,6202.00,6222.70,6251.80,6147.00,-0.33
10/01/2008,6222.70,6272.70,6314.50,6213.00,-0.80
09/01/2008,6272.70,6356.50,6356.50,6241.80,-1.32
08/01/2008,6356.50,6335.70,6399.60,6335.70,0.33
07/01/2008,6335.70,6348.50,6376.50,6275.20,-0.20
04/01/2008,6348.50,6479.40,6534.70,6333.20,-2.02
03/01/2008,6479.40,6416.70,6487.80,6394.60,0.98
02/01/2008,6416.70,6456.90,6512.30,6402.60,-0.62
31/12/2007,6456.90,6476.90,6480.20,6432.80,-0.31
28/12/2007,6476.90,6497.80,6497.80,6436.80,-0.32
27/12/2007,6497.80,6479.30,6504.70,6468.40,0.29
24/12/2007,6479.30,6434.10,6485.60,6431.20,0.70
21/12/2007,6434.10,6345.60,6451.80,6345.60,1.39
20/12/2007,6345.60,6284.50,6367.70,6284.50,0.97
19/12/2007,6284.50,6279.30,6319.10,6251.80,0.08
18/12/2007,6279.30,6277.80,6344.30,6254.50,0.02
17/12/2007,6277.80,6397.00,6397.00,6264.30,-1.86
14/12/2007,6397.00,6364.20,6426.20,6336.70,0.52
